model,kind,n_seeds,n,dim,rankme_sigma_raw,rankme_sigma_raw_std,rankme_sigma_centered,rankme_sigma_centered_std,eff_rank_sigma2,eff_rank_sigma2_std,rankme_sigma_raw_norm,rankme_sigma_raw_norm_std,eff_rank_sigma2_norm,eff_rank_sigma2_norm_std,stable_rank,stable_rank_std,participation_ratio,participation_ratio_std,alpha_spectral,alpha_spectral_std,alpha_r2,alpha_r2_std,aniso_cosine,aniso_cosine_std,aniso_spectral,aniso_spectral_std,fisher_ratio,fisher_ratio_std,knn_purity,knn_purity_std,intrinsic_dim_twonn,intrinsic_dim_twonn_std,nc1_canonical,nc1_canonical_std,nc1_inverse,nc1_inverse_std,silhouette,silhouette_std,dbi,dbi_std,chi,chi_std,nc2_mean_cos,nc2_mean_cos_std,nc2_std_cos,nc2_std_cos_std,logme_train,logme_train_std,logme_test,logme_test_std
resnet50_imagenet,frozen,1,17598,2048,420.43596705620166,0.0,566.7166647074846,0.0,21.912680527609762,0.0,0.20529099953916097,0.0,0.010699551038871954,0.0,2.7463598251129757,0.0,6.323575952349541,0.0,1.8787810275359305,0.0,0.9878734035341402,0.0,0.6531723141670227,0.0,745.7143748145793,0.0,0.052662018525738305,0.0,0.59356,0.0,15.58452329858651,0.0,2.0400068892271714,0.0,0.4901944230092017,0.0,-0.026282858803893083,0.0,5.18647374763225,0.0,862.104931746675,0.0,-0.05711557622123929,0.0,0.5460504323564191,0.0,50676.92702603493,0.0,44587.02994584385,0.0
dinov3_vitb16_lvd_full,ft,3,17598,768,392.31776519911887,4.753266144508381,431.3427146393846,3.8520669117747754,48.64552769764864,2.20183091540419,0.5108304234363527,0.006189148625661945,0.06334053085631333,0.0028669673377658715,5.833882764032865,0.12247577594439818,14.752689623618961,0.6291324240482901,1.6645053439816708,0.003120561807117932,0.8813724893074039,0.0026929744796146656,0.32453909516334534,0.008616738650546078,131.6838399084951,2.793473093476013,0.34979718101222107,0.004502085673757951,0.6848200000000001,0.002061164719278909,10.98880682444779,0.07198592751085249,2.4432719550634876,0.04181023559563924,0.40936769132536455,0.0070534605326733005,0.038472368381460766,0.0026135432931927325,3.972633487729949,0.0464955177037471,719.9549587342027,12.404921038822534,-0.08701516054224191,0.0005484863574672452,0.3477761470972717,0.0042665303618402714,50689.20302978897,0.2518114880541927,44599.78672973544,1.612401255194688
dinov3_vitb16_lvd_mhsa,ft,3,17598,768,417.11954921275066,3.7253608130728306,451.8254513950287,2.9196536679626077,50.16339072015404,0.9475174599450559,0.5431244130374359,0.004850730225355242,0.06531691500020058,0.0012337466926367932,5.092195282968116,0.24654581480115234,14.096697222380037,0.6763215227544268,1.5910172271287841,0.006960279680616261,0.8608335584935404,0.007577498401418345,0.2800776461760203,0.008529800858158387,151.06075621367722,7.489575361305149,0.36748111442526127,0.010255685789343098,0.6846200000000001,0.0019477166118303745,11.34718991813299,0.26540135639753865,2.2969377267994537,0.05541259932099495,0.4355323367422699,0.010575718099828336,0.044050027524926046,0.00672425561588066,4.171455594628218,0.15215643728901626,765.970720628954,18.599515422184552,-0.08427858829382469,0.002937921205767212,0.3560538464649332,0.015601484226073966,50685.038547725584,6.461494803661028,44600.74135384555,0.06842247764550365
simdinov2_vitb16_full,ft,3,17598,768,496.7186172204468,37.29240111172985,526.8467335982347,32.81903801348692,102.06563367868391,36.1982595717908,0.6467690328391235,0.04855781394756495,0.1328979605191197,0.04713315048410262,7.397032539888323,1.4900064648390556,25.226420579197185,9.2508842377507,1.4256996186832476,0.07783629190548809,0.816509178714291,0.02203111296596766,0.24813585976759592,0.03481349136330877,106.4126537414284,19.27454939503666,0.235482414163476,0.03951455558609365,0.6934466666666667,0.001603288287655495,9.296575646133912,0.21406503908101085,3.744791734516084,0.7827859257410265,0.27418099479854047,0.051276850608898424,0.021832184629446177,0.0008162677564854969,4.653646613492983,0.259945901738677,482.20211555232726,90.18059716591655,-0.0896127023067449,0.0006845307816902968,0.33312203916808997,0.014736302262914693,50690.02686012655,0.18733510150754673,44600.81394271048,0.636061396287166
simdinov2_vitb16_mhsa,ft,3,17598,768,480.6200691675029,4.731577228294239,520.6452381961896,3.8412879200035595,84.70442936453526,6.029841407593382,0.6258073817285195,0.006160907849341464,0.11029222573507193,0.007851355999470547,6.467999723194019,0.5753568404434076,20.155594568574443,1.928115144124123,1.4029317064187765,0.0035381037972878815,0.8296050462872185,0.0010951449219047218,0.32307584087053937,0.004496633881403782,119.40227784459593,11.194621127873644,0.262127870172206,0.008834197707377606,0.6986733333333334,0.0020014328200900077,9.554209332725948,0.030203338544975044,3.281201942915564,0.20574846108607153,0.3055968736891823,0.019867430341534948,0.02185648611160794,0.0018192252148864388,4.5655769067267995,0.06830072012341541,537.4532217573284,34.94084974167931,-0.08934005138468686,0.0011669904289232198,0.3534469448578756,0.008264336761442453,50690.033682821515,0.040826675640484075,44600.26547987878,0.8504750371952444
dinov3_vitb16_lvd_lora_r8,ft,3,17598,768,382.6869432478445,3.4630941070744,419.42885397015635,2.239783601194489,43.69382698647757,1.3416675454268345,0.49829029068729747,0.004509237118586486,0.05689300388864266,0.0017469629497745265,4.898394302532811,0.36531680047093357,13.108304392576104,0.6780182276068413,1.7231392031269899,0.02191432143858433,0.8746308429165972,0.005050103385526821,0.30498505632082623,0.009726800142611685,157.35203617879966,11.388325869219242,0.38618661287852785,0.01318416465595812,0.6825866666666668,0.005556701659557849,11.13045879976103,0.24033251925027166,2.175916148551989,0.07367272158157055,0.4599256271320065,0.015468269397610254,0.04439787918007184,0.008604107530948677,4.151083766788293,0.10220314189727481,808.8712004374219,27.204045389602296,-0.08322217497071266,0.0033732332088156915,0.3606940364026882,0.0208131767470313,50689.65432976813,0.07562890991046306,44600.64979203443,0.06596129180533511
resnet50_fulft_sota,ft,3,17598,2048,1173.6101649304137,18.21322404553312,1284.2024525749712,18.982246707297346,87.07177039813898,6.21503106037261,0.5730518383449286,0.008893175803482969,0.0425155128897163,0.0030346831349475634,5.220658366930626,0.10907205422676916,16.604209303051956,0.27933936243143487,1.1718388631212007,0.011944432812420058,0.9991248109213474,1.4362086018464598e-05,0.4052078425884247,0.0037379577106654077,392.4024481425452,8.239877116156405,0.20291276668372807,0.0055458849378571574,0.6570666666666667,0.003447569191957314,22.686281884101323,0.3255145588104309,2.684035903489367,0.10135507184734582,0.37292105332754333,0.013815940194420917,0.021828627284211588,0.0034112582177969397,4.982562322007546,0.13574101305489672,655.8562564873563,24.29809401994786,-0.071570841421781,0.0009910197215869335,0.3473814835298015,0.010990892720303765,50689.989908750234,0.1698874049398788,44598.66976482546,0.8649010139887394
vitb16_full_old,ft,3,17598,768,419.1491969434465,52.97863131568652,468.8588865421716,42.18794533962611,59.200656453274654,20.800993267129122,0.5457671835201127,0.06898259285896685,0.07708418809020136,0.027084626649907715,6.004753266882365,1.0409532810153252,16.515014596476934,4.4253040431735045,1.503301259772227,0.1022247649934697,0.8628361151046979,0.02004687710335433,0.40050118168195087,0.0802048054121006,130.27950996280626,20.608541402935256,0.32009513372149345,0.057691168374739504,0.6794933333333333,0.0016800396820710465,11.345453631131775,0.08500039155638305,2.811939498734846,0.5674778812754014,0.3652948597695806,0.07233148025794227,0.01886088325666941,0.00284182866748317,4.1011437063688305,0.2536516810186098,642.4440698770001,127.20937432973496,-0.08582441381720801,0.003538601934149776,0.3330327018730915,0.008561094503714107,50687.45793369308,2.195804666291085,44599.93693710116,0.9830669762813925
vitb16_mhsa_old,ft,3,17598,768,405.85967362399214,19.243246881808886,453.32585123039416,15.769028138960708,47.167233430998046,6.345196504409888,0.5284631166979064,0.02505631104402198,0.061415668529945365,0.008261974615117039,4.729848337757822,0.2727903541559154,12.679496511373332,1.1011240843745314,1.5650859757208317,0.02077020423793399,0.8683012390998702,0.005614554474215061,0.38721993565559387,0.022514731861841913,162.7433176440048,9.631696288480843,0.3737859214278825,0.03702213016759736,0.6786533333333334,0.002283360097166765,11.452941146279002,0.11012333072845232,2.257624486041354,0.21105397424075836,0.44565894927173394,0.04359272836590607,0.015140524019707289,0.005297375125935646,4.179822595127313,0.08593769379668557,783.780394084548,76.66653137718822,-0.07613785279988802,0.0010353227988143274,0.37855871561562865,0.0023944828469491405,50689.458832743076,0.6077871827922028,44601.14968508767,0.03847092642125996
vitb16_scratch_old,ft,3,17598,768,34.63802407239306,1.8843838268395472,108.48830604382617,9.007725382698267,4.372958691030395,0.4477977079840113,0.0451015938442618,0.0024536247745306603,0.005693956628945829,0.0005830699322708484,1.785660551709561,0.19362885195758073,2.729946066890427,0.38952886021610084,1.8489743862347907,0.005543971894318736,0.9687620652739185,0.000349766941255664,0.8834110299746195,0.030454872585194255,433.71087529534583,50.054427904368524,0.6207736025782725,0.10457191384459802,0.5008866666666667,0.009545728538636146,10.246446518356855,0.27160434108306886,1.2573198097994709,0.23123726596263178,0.815760934499609,0.16665508415294855,-0.07666146180926298,0.010511572528077006,5.437491971411585,0.19001811936067892,1434.6787555056271,293.09629650029984,-0.04619607491800357,0.007998763628641102,0.5850717709450088,0.028115048885259012,50684.377770092666,2.369619425600396,44599.19691975896,0.13867352638164337
dinov3_vitl16_lvd_lora,ft,3,17598,1024,575.2865073655588,14.466507491973198,614.122986316621,13.75871575123922,66.07174323616879,6.412102563910413,0.5618032298491785,0.014127448722630076,0.06452318675407108,0.006261818910068762,6.067007561822666,0.4415836377147577,17.05459219773505,1.513049654670591,1.4908762761159065,0.025634824703807083,0.9675536848792147,0.0018600356567691299,0.24636436502138773,0.007083065185314676,169.3670834375407,12.071324054747162,0.33737782838957325,0.023033677590881874,0.6919533333333333,0.002020132008887881,11.49592332430654,0.129711785945574,2.5881230051323487,0.16767367382519083,0.38750553824536677,0.026051642972656403,0.03892001554001657,0.0017731702874710638,4.180130516366131,0.10670729747276056,681.5059901123817,45.817024496046635,-0.0880903925175874,0.0010089052897731966,0.3373190141178677,0.007704592203780484,50686.856027465314,1.6996263373824128,44597.548749014306,1.8777305613273296
simdinov2_vitl16_lora,ft,3,17598,1024,586.6425507634375,8.076804054674215,631.6066720330346,9.407522123814452,82.86812232831213,3.8007242309409777,0.5728931159799194,0.007887503959642788,0.08092590071124231,0.0037116447567782985,6.350397337057879,0.335805348821921,18.765804342945696,0.7531601101897974,1.573134009552323,0.025504496285216827,0.9425615439610388,0.0018615709731505906,0.296437402566274,0.013887232397978991,161.5453675890577,8.387979406320992,0.2817355697378276,0.007141451059190495,0.7011733333333333,0.0012070349345952595,9.53298766872374,0.10921740664303353,3.2270873229706116,0.06293563228318462,0.3099548182034452,0.005988722838470802,0.01518094739596289,0.0010516164096623817,4.613216815411421,0.010877084022717256,545.1175387745672,10.532366856024952,-0.0869802507939471,0.001860915111121061,0.35321153096625674,0.009375676150042632,50689.85880151173,0.4074771039500979,44601.232578813644,0.14088125670308416
simdinov2_vitb16_lora,ft,3,17598,768,423.15750471105486,1.8310463474637355,474.96609189403824,0.5230621233427384,58.11083484142873,1.7369074516668643,0.550986334259186,0.0023841749315933985,0.07566514953311033,0.0022615982443578964,4.889172514660929,0.3187749056920312,14.674137744142461,0.6882730250698929,1.5188830942130143,0.004609390600007283,0.8570105523703618,0.0017399509832805202,0.41010141372680664,0.017163174541208713,157.5324235059903,10.374075262808882,0.33169314115361,0.012141945740727918,0.6980400000000001,0.0015954936540143521,9.647004450590474,0.012613318961174133,2.5170164333644443,0.11631025206363839,0.3978739415388606,0.01877047390769398,0.023130564025177148,0.0014229319439624435,4.297911162284531,0.054832681745581986,699.7409009846712,33.011632461487714,-0.0845322276142375,0.0015807804035544003,0.3688622177882274,0.012414442055453312,50689.50377983318,0.5595344991145423,44601.158662092486,0.14822337996644003
ctxdistill_dB_tL,ft,3,17598,1536,701.6623313545691,31.237421368224567,779.7550150784891,26.872980186379955,57.84892020639145,6.868752599530535,0.4568114136422976,0.02033686286993789,0.037662057426036094,0.004471844140319358,4.240698259704576,0.5962417049704442,12.725599071581135,1.9552240583633365,1.537294507140129,0.03668315446536279,0.9845661718610842,0.0009903468007298002,0.37883766492207843,0.030925849547954718,366.8067044709782,49.19892276575084,0.37310394218017623,0.02060607234595397,0.7427266666666666,0.0025047421690332482,9.363200718356643,0.08082332740788979,2.172947278633171,0.17990898122801188,0.4623074936651488,0.038144217858984246,0.022018180069644122,0.002237825170656828,4.091052345555636,0.0813287815421712,813.0601891092687,67.08423594865712,-0.08293146597426287,0.005602192370863434,0.4090840549712021,0.021663283687996308,50685.49415325863,3.102018079853009,44598.915265309486,0.5794555337292304
ctxdistill_dA_tL,ft,3,17598,768,355.6541500407696,9.032702326043319,395.3221361695474,9.881678862672775,38.352777417425756,2.755954905365629,0.46309134119891876,0.011761331153702226,0.04993851226227312,0.003588482949694829,4.728531217686203,0.32586853947802136,12.256343615531499,0.8431850544359651,1.777263170168754,0.02342839235394059,0.8909503162336825,0.007446543575783841,0.33361396193504333,0.004963871958332814,162.9202190524006,10.929140872695108,0.38560013070307564,0.01835643389609986,0.6839533333333333,0.004824161412446054,10.566715865271712,0.13341784578314872,2.2094291004439004,0.14407204224365894,0.4538963028822987,0.029711274454855784,0.03385109286091483,0.004317698956260963,4.011114662458454,0.12287658642190076,798.267427879451,52.253218383802206,-0.08695036221942641,0.002586775146284874,0.3706638514645795,0.008619676173252981,50689.38948008814,0.42219510907199237,44600.75271046618,0.053060408936998676
ctxdistill_dA_tEMA,ft,3,17598,768,342.73444600530274,15.694423571219602,384.21284356345876,13.27822903500573,34.82371245933928,2.778256533226936,0.44626880990273793,0.02043544735835885,0.04534337559809803,0.00361752152763924,4.3995501415024405,0.36052562432523105,11.154037084324814,0.8172523139605926,1.7997252756919748,0.03778075401139296,0.8963170624850912,0.007460864421102373,0.3489161531130473,0.03178936649742043,175.3598540123256,14.59549466132568,0.4016774648323908,0.01709621698620817,0.6846,0.0067998823519234515,10.593170711164243,0.13956203889458016,2.103812341834842,0.11625651965137838,0.4763179238543356,0.02689053599659496,0.03195608907137254,0.005139287749957611,3.944317644714007,0.1278886147478307,837.7003326830085,47.292385657256425,-0.0870560583107239,0.0014082436870679457,0.3811037259045762,0.012328101956744941,50687.02801132478,1.5449495224540297,44599.56095261187,0.7649027034812953
dinov3_vits16_lvd_lora_r8,ft,3,17598,384,196.0616716686336,1.8170651699076485,216.63737632424497,2.119726190469275,29.78384357305151,1.7809302602302701,0.5105772699704,0.004731940546634479,0.07756209263815499,0.004637839219349661,3.9885853655293286,0.270940963781607,10.336026614781005,0.8805663387264356,1.7286281190355208,0.025159170184953335,0.8072310224566173,0.0045289337733989505,0.30823931097984314,0.005189296653846977,96.58042017177655,6.752624966319159,0.4480050031526914,0.02463654907188672,0.68142,0.001873499399519482,11.571728788561801,0.10285550659622439,1.8657469305562155,0.10659408173843973,0.5371698789508282,0.03129437040771302,0.04364491616339584,0.0032862082656101043,4.075026253028478,0.0481441217224975,944.7206661112972,55.03740923610347,-0.08251277913166062,0.0017016327914507678,0.37740270381703783,0.01602686484337105,50688.88263748554,0.5255407602453189,44598.05507106655,4.323351240855853
simdinov2_vitb16_lora_r8_b611,ft,3,17598,768,423.2200656854393,7.79054446925189,477.81630141070536,5.023683686954763,57.35717547963093,2.21183418110969,0.5510677938612493,0.010143938111005075,0.07468382223910276,0.0028799924233199104,4.599925664776689,0.030683438185136476,13.937219252826543,0.3341646248620688,1.5057701147901914,0.01710323368222379,0.8542895016996956,0.004123595854598704,0.4272192716598511,0.021884574720365525,166.96416250388987,1.1114948496198171,0.33606910345415564,0.0076074955563882,0.69692,0.0008399999999999995,9.651536467334948,0.052691632412827975,2.4257832333710785,0.05181846258464306,0.41236282773876204,0.008766751790402426,0.024564845821678737,0.0015127220443135728,4.308736585243911,0.020897142014044703,725.2225051444581,15.418086373793512,-0.08452252182200759,0.0010773191045565786,0.37884765540999,0.0035362316575701393,50689.336816852076,0.9116523424044018,44600.611187771545,0.6032566178080477
simdinov2_vitb16_lora_r8_b05,ft,3,17598,768,418.25717326280613,3.491154917323214,469.62077509696854,3.3630981683502075,61.472184888714175,2.201068187389933,0.5446056943526121,0.004545774631931268,0.08004190740717991,0.002865974202330645,5.573049258375435,0.05047630075879205,16.369834078075662,0.6460051575375612,1.5676382051918516,0.008865266030491255,0.8589761870003491,0.0019758213843446442,0.4145769278208415,0.0013291110240044692,137.8135662708287,1.2419692953019863,0.2963146812121868,0.003854584250564862,0.6951,0.001931942028115772,9.479979860071557,0.05458872369894007,2.8109989254304124,0.045356528775176305,0.3558075073829301,0.0057718055362046055,0.017987047459987592,0.002920923224118349,4.372373952753168,0.0412390230261949,625.7586632345801,10.150874396530236,-0.08499935645367131,0.0008876777784067979,0.3581182526031174,0.0062124112741660876,50689.341465050784,1.0721128370859923,44600.891551260625,0.5414783931690739
simdinov2_vitb16_lora_r8_b911,ft,3,17598,768,440.0800820556116,1.702485923724396,497.38000586362386,0.6891520555884231,67.19194038575999,1.996542973155756,0.5730209401765777,0.002216778546516126,0.08748950571062498,0.002599665329629896,4.789492051005788,0.19757197303967933,15.483318076144144,0.8359923507264416,1.4600298661517057,0.0009008167878487029,0.8429607108474947,0.0013067273606677421,0.44709448019663495,0.012718409208833378,160.53604634245798,6.728642397448776,0.31170631382001057,0.008130749522969813,0.6917666666666666,0.0017862064083787714,9.787555915077027,0.1212171030019461,2.6654921892280394,0.06347312772656685,0.37530698369021825,0.00892982176511796,0.017454147248422574,0.0034970867054939705,4.583150747521252,0.046174091022573575,660.0523922162329,15.704877538324627,-0.08416412933839523,0.00038245043000769866,0.386450219767612,0.013806425498962644,50689.98001687033,0.14651273718917326,44600.93117831411,0.3437257307667429
simdinov2_vitb16_lora_r2,ft,3,17598,768,408.49022597137787,2.4618930696666137,464.2890839964129,1.5272848335191767,56.35867826199321,0.987053868381954,0.5318883150668983,0.0032055899344617367,0.07338369565363699,0.001285226391122336,4.858706840243566,0.12063102700750045,14.602339815263877,0.02232921506597493,1.56468835335793,0.0038094314837371634,0.8632622710710111,0.0008040058385987403,0.4429543117682139,0.00621407103793729,158.13166379710003,3.922234382769857,0.3339109992803207,0.005068303844784909,0.6966866666666666,0.0011349596174901353,9.460391279106313,0.11666707346542184,2.4921428272084234,0.004178167094900694,0.40126186310837425,0.0006727755457325058,0.021558955456080293,0.0016029931880322233,4.250137318981241,0.023867987861980265,705.6992386489792,1.183210352280635,-0.0834049606196776,0.0003783575820826644,0.36906901082018306,0.003217758447421656,50689.91266881799,0.18671713313653848,44600.48413157065,1.3107086068254437
simdinov2_vitb16_lora_r4,ft,3,17598,768,418.3127606968385,13.01372711519555,470.6295580634751,7.828630061553637,58.84804115949333,4.675372873981598,0.5446780738240085,0.016944957181244242,0.07662505359309026,0.006087725096330203,5.158793676150009,0.4045863446156223,15.40808706431252,1.2805443633323683,1.5411816344957925,0.017766287751355823,0.8592772502189105,0.003976804550075077,0.41667898495992023,0.03738395842386226,149.47465382227435,11.536368841684796,0.32597064767682704,0.018781268892082977,0.6962800000000001,0.001938968798098606,9.523490883200362,0.06629396087665047,2.5919401549573187,0.19533277406753918,0.3872180378020494,0.027999733256238127,0.021899760203428886,0.0015762419795104113,4.2809425984183385,0.09229823784027719,681.0003630827273,49.24313087778336,-0.08483129162913917,0.0018015834184368872,0.36164748099635974,0.01103148325323887,50690.08780184388,0.05104997346173496,44599.546345909745,2.5733280173323823
simdinov2_vitb16_lora_r16,ft,3,17598,768,429.21542711726016,0.5804455729157825,480.6919414958241,1.947949704909159,59.53907651188018,1.0080346789012824,0.5588742540589325,0.0007557885064007254,0.0775248392081773,0.0013125451548193765,5.030937198207629,0.31855965820170773,14.955379805211605,0.4583517075387533,1.495531169245463,0.0031427960156866414,0.8534788199382196,0.0004213332975320542,0.4059246977170308,0.009783401647637363,153.06184647791312,9.633321206541334,0.3264084121672837,0.011359247676825595,0.6972933333333334,0.002045124283101986,9.67231005907317,0.12057384885578183,2.586868375140059,0.1068269446613091,0.38700637799786225,0.01593526374125841,0.02398897653281354,0.002934463008146771,4.318261078033586,0.08037574578307724,680.6281169851022,28.025348341772798,-0.08597907462478384,0.0017193452212522007,0.3669948815339655,0.010950275103255844,50689.03387461263,1.4446237958696053,44600.715143418616,0.8273963282731481
